000F8882,NOT IN DBLP
000F8ED6,NOT IN DBLP
000FEB39,NOT IN DBLP
00105423,NOT IN DBLP
00106B4D,NOT IN DBLP
001092D8,NOT IN DBLP
0010AE7B,NOT IN DBLP
0010F159,NOT IN DBLP
00111017,NOT IN DBLP
00112C7E,NOT IN DBLP
001142DB,NOT IN DBLP
00115C52,NOT IN DBLP
001173FE,NOT IN DBLP
001179B1,NOT IN DBLP
0011CD99,NOT IN DBLP
0011CF1C,NOT IN DBLP
0011DD92,NOT IN DBLP
0012534C,NOT IN DBLP
0012754A,NOT IN DBLP
00128F8A,NOT IN DBLP
0012D7A8,NOT IN DBLP
0012D81C,NOT IN DBLP
0012E3A7,NOT IN DBLP
0012FE97,NOT IN DBLP
0013149C,NOT IN DBLP
001314AC,NOT IN DBLP
0013241B,NOT IN DBLP
00132A04,NOT IN DBLP
00135775,NOT IN DBLP
0013DA70,NOT IN DBLP
0014027B,NOT IN DBLP
00147BB2,NOT IN DBLP
00149B3B,NOT IN DBLP
0014A7B0,NOT IN DBLP
0014CFA4,NOT IN DBLP
0014ED67,NOT IN DBLP
0014F922,NOT IN DBLP
00150622,NOT IN DBLP
001516DB,NOT IN DBLP
00153996,NOT IN DBLP
001542B0,NOT IN DBLP
00157C27,NOT IN DBLP
00160F29,NOT IN DBLP
0016B60D,NOT IN DBLP
0016C7CB,NOT IN DBLP
0016EC11,NOT IN DBLP
0016EE8F,NOT IN DBLP
0016FF55,NOT IN DBLP
00170879,NOT IN DBLP
00171F3A,NOT IN DBLP
00172C6B,NOT IN DBLP
00173437,NOT IN DBLP
00176DEB,NOT IN DBLP
0017A8FE,NOT IN DBLP
0017B56F,NOT IN DBLP
0017C65F,NOT IN DBLP
0017C756,NOT IN DBLP
0017E261,NOT IN DBLP
0017EA51,NOT IN DBLP
00180478,NOT IN DBLP
001806B4,NOT IN DBLP
00180CB9,NOT IN DBLP
0018342D,NOT IN DBLP
00188113,NOT IN DBLP
001888C7,NOT IN DBLP
0018ABBE,NOT IN DBLP
0018D397,NOT IN DBLP
00192E1E,NOT IN DBLP
00192F36,NOT IN DBLP
0019342A,NOT IN DBLP
00196F6D,NOT IN DBLP
00199A21,NOT IN DBLP
0019C4BD,NOT IN DBLP
001A1512,NOT IN DBLP
001A192C,NOT IN DBLP
001A4FBB,NOT IN DBLP
001A60F4,NOT IN DBLP
001A729D,NOT IN DBLP
001A84FC,NOT IN DBLP
001A9ABA,NOT IN DBLP
001AAA42,NOT IN DBLP
001ACF4B,NOT IN DBLP
001B612D,NOT IN DBLP
001BA264,NOT IN DBLP
001BD697,NOT IN DBLP
001BDCEB,NOT IN DBLP
001C1F09,NOT IN DBLP
001C2412,NOT IN DBLP
001C54EC,NOT IN DBLP
001CADD8,NOT IN DBLP
001CFF81,NOT IN DBLP
001D0A9E,NOT IN DBLP
001D14EB,NOT IN DBLP
001D1FC0,NOT IN DBLP
001D69D6,NOT IN DBLP
001DE602,NOT IN DBLP
001E3867,NOT IN DBLP
001E722C,NOT IN DBLP
001E7FF9,NOT IN DBLP
001E97FA,NOT IN DBLP
001E99CE,NOT IN DBLP
001EACF8,NOT IN DBLP
001EC338,NOT IN DBLP
001ED244,NOT IN DBLP
001F2BD4,NOT IN DBLP
001F3D21,NOT IN DBLP
001F4EAD,NOT IN DBLP
001F5D2E,NOT IN DBLP
001F61D4,NOT IN DBLP
001F6A21,NOT IN DBLP
001F7363,NOT IN DBLP
001F7B5E,NOT IN DBLP
001FD085,NOT IN DBLP
001FD5BF,NOT IN DBLP
001FDFB5,NOT IN DBLP
001FE634,NOT IN DBLP
001FED78,NOT IN DBLP
0020389E,NOT IN DBLP
00210C51,NOT IN DBLP
00210C53,NOT IN DBLP
00211EB5,NOT IN DBLP
00212E27,NOT IN DBLP
002148B6,NOT IN DBLP
0021492D,NOT IN DBLP
00219F09,NOT IN DBLP
0021B775,NOT IN DBLP
0021BC10,NOT IN DBLP
0021BC79,NOT IN DBLP
0021C8EC,NOT IN DBLP
0021CDD8,NOT IN DBLP
002202B2,NOT IN DBLP
002211EF,NOT IN DBLP
00221C9A,NOT IN DBLP
002243E7,NOT IN DBLP
00224FB6,NOT IN DBLP
002265B2,NOT IN DBLP
00227BC2,NOT IN DBLP
0022CC74,NOT IN DBLP
0022CCE1,NOT IN DBLP
0022ECDE,NOT IN DBLP
00231308,NOT IN DBLP
00231656,NOT IN DBLP
002336A1,NOT IN DBLP
002349E2,NOT IN DBLP
00235EE3,NOT IN DBLP
00238826,NOT IN DBLP
00238D3F,NOT IN DBLP
0023CF7C,NOT IN DBLP
0023F722,NOT IN DBLP
0023FA36,NOT IN DBLP
0023FDAC,NOT IN DBLP
00240603,NOT IN DBLP
00247F5C,NOT IN DBLP
00249A8B,NOT IN DBLP
0024A292,NOT IN DBLP
0024AD01,NOT IN DBLP
0024CB66,NOT IN DBLP
0024E0C7,NOT IN DBLP
0024FFE0,NOT IN DBLP
0025304F,NOT IN DBLP
00257AA4,NOT IN DBLP
00259771,NOT IN DBLP
0025D456,NOT IN DBLP
0025FDA9,NOT IN DBLP
002629AE,NOT IN DBLP
002647D0,Business Proc. Manag. Journal
00264824,NOT IN DBLP
00264C4B,NOT IN DBLP
0026E8B0,NOT IN DBLP
0026F468,NOT IN DBLP
0027091B,NOT IN DBLP
002737D2,NOT IN DBLP
002749BF,NOT IN DBLP
00276DB6,NOT IN DBLP
002794CC,NOT IN DBLP
002797D3,NOT IN DBLP
00280389,NOT IN DBLP
0028537B,ACM Trans. Inf. Syst. Secur.
00285588,NOT IN DBLP
00285C55,NOT IN DBLP
0028C70C,NOT IN DBLP
0028E4E2,NOT IN DBLP
0029027E,NOT IN DBLP
00295B5C,NOT IN DBLP
0029679D,NOT IN DBLP
00296D98,NOT IN DBLP
002997B3,NOT IN DBLP
0029B05E,NOT IN DBLP
0029C496,NOT IN DBLP
002A1C7F,NOT IN DBLP
002A8005,NOT IN DBLP
002A8C8F,Adv. Artificial Intellegence
002A8EDE,NOT IN DBLP
002A9382,NOT IN DBLP
002A9F65,IEEE Personal Commun.
002AA06D,NOT IN DBLP
002AADF8,NOT IN DBLP
002ABD8F,NOT IN DBLP
002AC73D,NOT IN DBLP
002B7A76,NOT IN DBLP
002BA246,NOT IN DBLP
002BBF28,NOT IN DBLP
002BDAA2,NOT IN DBLP
002BDFA4,NOT IN DBLP
002BE271,NOT IN DBLP
002C2548,NOT IN DBLP
002C27A1,NOT IN DBLP
002C48F4,NOT IN DBLP
002C66B5,NOT IN DBLP
002C7124,NOT IN DBLP
002C913F,NOT IN DBLP
002CDF00,NOT IN DBLP
002CF19B,NOT IN DBLP
002D008A,NOT IN DBLP
002D0CFC,NOT IN DBLP
002D1893,NOT IN DBLP
002D5FED,Int. J. Satellite Communications Networking
002D7227,NOT IN DBLP
002D7C16,NOT IN DBLP
002D87D7,NOT IN DBLP
002D9D2A,NOT IN DBLP
002DE023,NOT IN DBLP
002DEE67,NOT IN DBLP
002DEEC0,NOT IN DBLP
002E2D95,NOT IN DBLP
002E5925,NOT IN DBLP
002E618F,NOT IN DBLP
002EF1F4,NOT IN DBLP
002F03AC,NOT IN DBLP
002F093C,NOT IN DBLP
002F0F98,Computer Networks and ISDN Systems
002F2B1C,NOT IN DBLP
002F3F3F,NOT IN DBLP
002F7824,NOT IN DBLP
002F8277,NOT IN DBLP
002FB8F3,NOT IN DBLP
002FB918,NOT IN DBLP
002FB988,NOT IN DBLP
002FD13B,NOT IN DBLP
002FE150,NOT IN DBLP
002FF04E,NOT IN DBLP
003040AB,NOT IN DBLP
00304A34,NOT IN DBLP
00306728,NOT IN DBLP
00308CC3,NOT IN DBLP
0030C5A3,NOT IN DBLP
0030D7CC,NOT IN DBLP
0030E619,NOT IN DBLP
0030F0E5,NOT IN DBLP
0030F164,NOT IN DBLP
0030FBBC,NOT IN DBLP
00312DFE,NOT IN DBLP
003135FF,NOT IN DBLP
0031570D,NOT IN DBLP
00315AA9,NOT IN DBLP
00316685,ACM Crossroads
00317894,NOT IN DBLP
00319E3A,NOT IN DBLP
0031C2BE,NOT IN DBLP
0031EBF1,NOT IN DBLP
00324F73,NOT IN DBLP
0032724E,NOT IN DBLP
003287B1,NOT IN DBLP
0032D37F,NOT IN DBLP
0032FC78,NOT IN DBLP
00330CAA,NOT IN DBLP
00331A22,NOT IN DBLP
00333043,NOT IN DBLP
00333602,NOT IN DBLP
00337404,NOT IN DBLP
00337427,NOT IN DBLP
00338410,NOT IN DBLP
003386DA,NOT IN DBLP
0033CCF4,NOT IN DBLP
0034053D,NOT IN DBLP
00341FD1,NOT IN DBLP
003420B9,NOT IN DBLP
00345687,NOT IN DBLP
00348A96,NOT IN DBLP
00349032,Neuroinformatics
0034B8DE,NOT IN DBLP
00352067,NOT IN DBLP
00353060,NOT IN DBLP
0035696C,NOT IN DBLP
0035716D,NOT IN DBLP
0035C50C,NOT IN DBLP
0036773F,NOT IN DBLP
0036975B,NOT IN DBLP
0036AAC9,NOT IN DBLP
0036D57B,NOT IN DBLP
0036D6E6,NOT IN DBLP
0036DCAB,NOT IN DBLP
0036FCD7,NOT IN DBLP
00370878,NOT IN DBLP
00375B66,NOT IN DBLP
00377D79,NOT IN DBLP
0037821D,NOT IN DBLP
003793BB,Archives and Museum Informatics
0037AEF2,NOT IN DBLP
0037B37D,NOT IN DBLP
0037DB71,NOT IN DBLP
0038497F,NOT IN DBLP
00384C5D,NOT IN DBLP
003850CC,NOT IN DBLP
00385E25,NOT IN DBLP
0038A07C,NOT IN DBLP
00394FEA,NOT IN DBLP
00395104,NOT IN DBLP
003951DD,NOT IN DBLP
00396FB8,NOT IN DBLP
00399646,NOT IN DBLP
0039BFD7,NOT IN DBLP
0039E806,NOT IN DBLP
003A3342,NOT IN DBLP
003A39F6,NOT IN DBLP
003A73DB,NOT IN DBLP
003A7A1B,NOT IN DBLP
003A8573,NOT IN DBLP
003AAC8C,Formal Methods in System Design
003AC9E3,NOT IN DBLP
003AEBB6,NOT IN DBLP
003B355D,NOT IN DBLP
003B3A58,NOT IN DBLP
003B6413,NOT IN DBLP
003B66D2,NOT IN DBLP
003BB586,NOT IN DBLP
003BCE02,NOT IN DBLP
003BDFCC,NOT IN DBLP
003BE57F,NOT IN DBLP
003C1DCD,NOT IN DBLP
003C4B16,NOT IN DBLP
003C5CBF,NOT IN DBLP
003C73DA,NOT IN DBLP
003CB653,NOT IN DBLP
003CC7C5,NOT IN DBLP
003CEADF,NOT IN DBLP
003D4697,NOT IN DBLP
003D56EC,NOT IN DBLP
003D720E,NOT IN DBLP
003D7CD0,NOT IN DBLP
003DB3A5,NOT IN DBLP
003DBF81,NOT IN DBLP
003DF3E6,NOT IN DBLP
003DF549,NOT IN DBLP
003E0110,NOT IN DBLP
003E20D9,NOT IN DBLP
003E3A70,NOT IN DBLP
003E4B5C,NOT IN DBLP
003E5EDB,NOT IN DBLP
003EE1D2,Spatial Cognition & Computation
003EE4F4,NOT IN DBLP
003EE789,NOT IN DBLP
003F25EF,NOT IN DBLP
003F2C2B,NOT IN DBLP
003F4A21,NOT IN DBLP
003F83F7,NOT IN DBLP
003F88BE,NOT IN DBLP
003F9C64,NOT IN DBLP
003FAE07,NOT IN DBLP
003FC32A,NOT IN DBLP
003FC497,NOT IN DBLP
003FFFAF,NOT IN DBLP
00400572,NOT IN DBLP
00400A1B,NOT IN DBLP
00403034,NOT IN DBLP
00405E0D,NOT IN DBLP
00408D1F,NOT IN DBLP
0040E420,NOT IN DBLP
0040F140,NOT IN DBLP
004102FF,NOT IN DBLP
00414CEB,NOT IN DBLP
0041888D,NOT IN DBLP
0041B1CA,NOT IN DBLP
0041B584,NOT IN DBLP
0041C5B3,NOT IN DBLP
0041E528,NOT IN DBLP
0041FF56,NOT IN DBLP
00421337,NOT IN DBLP
004225F5,NOT IN DBLP
00422B36,NOT IN DBLP
004240FC,NOT IN DBLP
00427C2A,NOT IN DBLP
00427DC4,Multiscale Modeling & Simulation
004291F7,NOT IN DBLP
0042972C,NOT IN DBLP
0042C52C,NOT IN DBLP
0042E4C7,NOT IN DBLP
00430073,NOT IN DBLP
0043176E,NOT IN DBLP
00431EF7,NOT IN DBLP
004343A1,NOT IN DBLP
0043B20C,NOT IN DBLP
0043F715,NOT IN DBLP
0043FC5B,NOT IN DBLP
0044065A,"Journal of Information, Law and Technology"
00440F94,NOT IN DBLP
00440FE7,NOT IN DBLP
00442C93,NOT IN DBLP
00443967,NOT IN DBLP
00445E8B,NOT IN DBLP
0044AE7A,NOT IN DBLP
0044B422,IEEE Trans. Information Theory
0044BE27,NOT IN DBLP
0044D8EF,JACIII
004554C7,NOT IN DBLP
0045AE30,NOT IN DBLP
0045C793,NOT IN DBLP
0045E5A8,NOT IN DBLP
0045F21D,NOT IN DBLP
0046199E,NOT IN DBLP
00462146,NOT IN DBLP
00463E4D,NOT IN DBLP
00464FA8,NOT IN DBLP
0046AF7C,NOT IN DBLP
0046C43C,NOT IN DBLP
0046F688,I. J. Speech Technology
00474839,NOT IN DBLP
00477EDD,NOT IN DBLP
0047A3E0,NOT IN DBLP
0047F020,NOT IN DBLP
00480409,NOT IN DBLP
004813D8,NOT IN DBLP
0048541A,NOT IN DBLP
004870D7,NOT IN DBLP
00487D70,NOT IN DBLP
0048D007,NOT IN DBLP
0049166D,NOT IN DBLP
004947F0,NOT IN DBLP
004954F9,NOT IN DBLP
00497545,NOT IN DBLP
00498A10,NOT IN DBLP
0049BDF9,NOT IN DBLP
0049C912,NOT IN DBLP
0049D271,NOT IN DBLP
0049E9CC,NOT IN DBLP
0049F74F,NOT IN DBLP
004A05AE,NOT IN DBLP
004A5D0D,NOT IN DBLP
004A8A46,NOT IN DBLP
004A97CB,NOT IN DBLP
004A9ECA,NOT IN DBLP
004AF84A,NOT IN DBLP
004B1832,NOT IN DBLP
004B22BF,NOT IN DBLP
004B24C1,NOT IN DBLP
004B878D,NOT IN DBLP
004B895A,NOT IN DBLP
004B8AEB,NOT IN DBLP
004B9AB0,NOT IN DBLP
004BAE24,NOT IN DBLP
004BAFB3,NOT IN DBLP
004BE63E,NOT IN DBLP
004BF228,NOT IN DBLP
004C370A,NOT IN DBLP
004C79C1,NOT IN DBLP
004CA43C,NOT IN DBLP
004CB56A,NOT IN DBLP
004CC57E,NOT IN DBLP
004CEF56,NOT IN DBLP
004CF64D,NOT IN DBLP
004CF6A5,NOT IN DBLP
004D852B,NOT IN DBLP
004DDCD2,NOT IN DBLP
004DE031,NOT IN DBLP
004E09F8,IJCAET
004E66DF,NOT IN DBLP
004E836F,NOT IN DBLP
004E9E38,NOT IN DBLP
004EE919,NOT IN DBLP
004F1EDB,NOT IN DBLP
004F2CB2,NOT IN DBLP
004F3567,NOT IN DBLP
004F40DA,NOT IN DBLP
004F46C0,NOT IN DBLP
004FBED7,NOT IN DBLP
004FF626,IEEE Trans. Biomed. Engineering
00500F9C,NOT IN DBLP
005015F5,NOT IN DBLP
005017A6,NOT IN DBLP
0050760B,NOT IN DBLP
0050BB93,NOT IN DBLP
0050E4AF,SIGART Bulletin
0050ED3C,NOT IN DBLP
0050F3E9,NOT IN DBLP
00519C4B,NOT IN DBLP
0051A44B,NOT IN DBLP
0051AB08,NOT IN DBLP
0051B0BB,NOT IN DBLP
0051B28E,NOT IN DBLP
0051D7BD,NOT IN DBLP
0051DBA9,NOT IN DBLP
0051F461,NOT IN DBLP
00522090,NOT IN DBLP
00526123,NOT IN DBLP
00527798,NOT IN DBLP
00527973,NOT IN DBLP
00527A05,Autonomous Agents and Multi-Agent Systems
0052A34F,NOT IN DBLP
0052A818,NOT IN DBLP
0052C720,NOT IN DBLP
0052E25A,NOT IN DBLP
0052F9B3,Statistics and Computing
0052FAC6,NOT IN DBLP
00531581,NOT IN DBLP
00531E1F,NOT IN DBLP
005348E7,NOT IN DBLP
00536718,NOT IN DBLP
00536EA9,NOT IN DBLP
0053B7FE,NOT IN DBLP
0053C9BE,NOT IN DBLP
0053D28A,NOT IN DBLP
0053DA9A,NOT IN DBLP
0053E9AD,NOT IN DBLP
0053F063,NOT IN DBLP
0053F7AD,NOT IN DBLP
00541968,NOT IN DBLP
00543BD7,NOT IN DBLP
005499B3,NOT IN DBLP
0054B6B8,NOT IN DBLP
0054C716,NOT IN DBLP
0054EB86,NOT IN DBLP
0054ECE7,NOT IN DBLP
00554D5C,NOT IN DBLP
00558265,NOT IN DBLP
0055B9CA,NOT IN DBLP
0055DC44,NOT IN DBLP
005613D7,NOT IN DBLP
00561C0A,NOT IN DBLP
00562ADF,NOT IN DBLP
00563576,NOT IN DBLP
00566D46,NOT IN DBLP
00569926,NOT IN DBLP
0056A0C5,NOT IN DBLP
0056E37F,NOT IN DBLP
00571898,NOT IN DBLP
00576679,NOT IN DBLP
0057A52B,J. Comp. Assisted Learning
0057A987,NOT IN DBLP
0057B681,NOT IN DBLP
0057BE8C,NOT IN DBLP
0057CCD3,NOT IN DBLP
0057EF29,NOT IN DBLP
0057F319,NOT IN DBLP
00586BE1,NOT IN DBLP
0058C53F,The New Review of Hypermedia and Multimedia
0058D052,EURASIP J. Information Security
0058D3FF,NOT IN DBLP
0058D83B,NOT IN DBLP
0058E263,NOT IN DBLP
0058E394,NOT IN DBLP
0059005F,NOT IN DBLP
00590218,NOT IN DBLP
00590C2E,NOT IN DBLP
00591284,NOT IN DBLP
00591587,NOT IN DBLP
00593CA3,NOT IN DBLP
00598324,NOT IN DBLP
00598CDA,NOT IN DBLP
0059A616,NOT IN DBLP
0059CF36,NOT IN DBLP
005A1E73,NOT IN DBLP
005A2C66,NOT IN DBLP
005A495F,NOT IN DBLP
005A725D,NOT IN DBLP
005AEF4A,NOT IN DBLP
005AF9C3,Acta Cybern.
005B21A6,NOT IN DBLP
005B3553,NOT IN DBLP
005B51E1,NOT IN DBLP
005B56E3,Database
005BB5A2,NOT IN DBLP
005BB83A,NOT IN DBLP
005BC089,NOT IN DBLP
005BC560,NOT IN DBLP
005BC69F,NOT IN DBLP
005C1F27,NOT IN DBLP
005C5A53,NOT IN DBLP
005C8EAD,NOT IN DBLP
005C96A3,NOT IN DBLP
005C9ABE,J. Field Robotics
005CCC2B,NOT IN DBLP
005CEA56,NOT IN DBLP
005D185B,NOT IN DBLP
005D5222,NOT IN DBLP
005D5D1E,NOT IN DBLP
005D6EF2,NOT IN DBLP
005DAD30,NOT IN DBLP
005DBB09,NOT IN DBLP
005DC14F,J. Strategic Inf. Sys.
005DC64E,NOT IN DBLP
005DCCDB,NOT IN DBLP
005DE2D4,NOT IN DBLP
005DE4AA,NOT IN DBLP
005E2392,NOT IN DBLP
005E5661,NOT IN DBLP
005E7ACC,NOT IN DBLP
005E8B08,NOT IN DBLP
005EA037,NOT IN DBLP
005EF946,NOT IN DBLP
005F28BC,Computers and Artificial Intelligence
005F440A,NOT IN DBLP
005F4617,NOT IN DBLP
005F7DA3,NOT IN DBLP
005FE06B,NOT IN DBLP
005FE696,NOT IN DBLP
0060971E,NOT IN DBLP
00609D6A,NOT IN DBLP
0060AF56,NOT IN DBLP
006150C5,NOT IN DBLP
00615634,NOT IN DBLP
0061B4AC,NOT IN DBLP
0061C96A,NOT IN DBLP
0061D254,NOT IN DBLP
00625532,NOT IN DBLP
00626F04,NOT IN DBLP
00628C09,NOT IN DBLP
00632A3B,NOT IN DBLP
00632B2A,NOT IN DBLP
00632CA2,NOT IN DBLP
006344B1,BMC Medical Imaging
006390D1,NOT IN DBLP
0063FD0A,Games
006408F9,NOT IN DBLP
00640C88,NOT IN DBLP
00644830,NOT IN DBLP
00648D74,NOT IN DBLP
0064A70D,NOT IN DBLP
0064A8CF,NOT IN DBLP
0064CC5A,NOT IN DBLP
00650C5B,NOT IN DBLP
0065169C,NOT IN DBLP
006523D0,NOT IN DBLP
00655545,NOT IN DBLP
00655BA8,NOT IN DBLP
00655C85,NOT IN DBLP
00657419,NOT IN DBLP
00658162,NOT IN DBLP
0065CFE7,NOT IN DBLP
00661959,NOT IN DBLP
00663D99,NOT IN DBLP
00664F7E,NOT IN DBLP
00666842,NOT IN DBLP
00666843,NOT IN DBLP
00666C1B,NOT IN DBLP
006699EA,NOT IN DBLP
00669F99,IEEE Software
0066E01A,NOT IN DBLP
0066F3C4,NOT IN DBLP
006716A5,SIGIR Forum
00672BF5,NOT IN DBLP
00674A7B,NOT IN DBLP
00675861,NOT IN DBLP
00676063,NOT IN DBLP
006761FB,NOT IN DBLP
00677CD5,NOT IN DBLP
00678ACD,NOT IN DBLP
0067A082,NOT IN DBLP
0067A646,IJVPLE
0067F786,NOT IN DBLP
0067F9A7,NOT IN DBLP
00680FC6,NOT IN DBLP
00681BC1,NOT IN DBLP
006877E5,NOT IN DBLP
0068AF89,NOT IN DBLP
0068D092,NOT IN DBLP
0068F668,NOT IN DBLP
00691318,NOT IN DBLP
006934E5,NOT IN DBLP
006970B7,NOT IN DBLP
00697BC0,NOT IN DBLP
0069908D,NOT IN DBLP
006996B1,NOT IN DBLP
0069C535,NOT IN DBLP
0069EC18,ITA
006A0BF6,NOT IN DBLP
006A3274,NOT IN DBLP
006A4B65,NOT IN DBLP
006A9D9E,NOT IN DBLP
006AC69D,NOT IN DBLP
006AE3D1,NOT IN DBLP
006AE911,NOT IN DBLP
006AF5F1,NOT IN DBLP
006AFA0E,NOT IN DBLP
006B0DF9,NOT IN DBLP
006B1F5F,CAIS
006B267B,NOT IN DBLP
006B3E9B,NOT IN DBLP
006B5DD3,NOT IN DBLP
006B8805,NOT IN DBLP
006BABBA,NOT IN DBLP
006C144E,NOT IN DBLP
006C8550,NOT IN DBLP
006CF611,NOT IN DBLP
006D04C3,NOT IN DBLP
006D2132,NOT IN DBLP
006D3ED0,NOT IN DBLP
006D46CE,NOT IN DBLP
006D5BA3,NOT IN DBLP
006D62B6,NOT IN DBLP
006D8809,NOT IN DBLP
006D9888,NOT IN DBLP
006DE747,NOT IN DBLP
006DEEF0,NOT IN DBLP
006E7D46,NOT IN DBLP
006E9488,NOT IN DBLP
006ECCBA,NOT IN DBLP
006ED647,NOT IN DBLP
006EDB61,NOT IN DBLP
006EFB00,NOT IN DBLP
006F40C7,"Combinatorics, Probability & Computing"
006F4371,NOT IN DBLP
006F997C,NOT IN DBLP
006FA74D,NOT IN DBLP
006FC58D,NOT IN DBLP
00701405,NOT IN DBLP
0070310C,NOT IN DBLP
00704B64,NOT IN DBLP
00704D3A,NOT IN DBLP
007063B9,NOT IN DBLP
00708ABA,NOT IN DBLP
0070BCA7,NOT IN DBLP
0070C7A1,NOT IN DBLP
0070E07E,NOT IN DBLP
007148C7,NOT IN DBLP
007153A3,NOT IN DBLP
00715E15,NOT IN DBLP
0071EFFF,NOT IN DBLP
00726A97,NOT IN DBLP
007280C6,Software Quality Journal
0072941C,Int. J. of Applied Metaheuristic Computing
0072954C,NOT IN DBLP
0072B391,NOT IN DBLP
0073077B,NOT IN DBLP
00730A8C,NOT IN DBLP
00735CB3,Information Fusion
00738719,Appl. Math. Lett.
0073BC94,NOT IN DBLP
0073C57C,NOT IN DBLP
00740A74,NOT IN DBLP
00741CB5,NOT IN DBLP
00743D46,NOT IN DBLP
007451A7,NOT IN DBLP
00746AED,NOT IN DBLP
007488C1,NOT IN DBLP
00748AA9,NOT IN DBLP
00749165,NOT IN DBLP
007491ED,NOT IN DBLP
007505B8,NOT IN DBLP
00750CBC,NOT IN DBLP
00755388,NOT IN DBLP
0075BA7B,NOT IN DBLP
0075DE75,NOT IN DBLP
0075E5AE,NOT IN DBLP
0075F2B5,NOT IN DBLP
00763D6C,NOT IN DBLP
00768294,NOT IN DBLP
00769B69,NOT IN DBLP
0076C453,NOT IN DBLP
0076D3DC,NOT IN DBLP
0077159E,NOT IN DBLP
00774BA0,J. Geographic Information System
00774D9E,NOT IN DBLP
00775C57,NOT IN DBLP
00779F47,NOT IN DBLP
0077A31C,NOT IN DBLP
0077CC9F,NOT IN DBLP
0077D465,Database
0077EA64,NOT IN DBLP
0077EDB8,NOT IN DBLP
00784AB1,NOT IN DBLP
00785A9C,NOT IN DBLP
0078C287,NOT IN DBLP
0078D809,NOT IN DBLP
00792117,NOT IN DBLP
00797E39,NOT IN DBLP
00797FA5,NOT IN DBLP
0079BF37,NOT IN DBLP
0079F1B6,NOT IN DBLP
007A0697,NOT IN DBLP
007ACD88,NOT IN DBLP
007B0CDD,NOT IN DBLP
007B34FE,NOT IN DBLP
007B44A1,NOT IN DBLP
007B4F1C,NOT IN DBLP
007B6995,IJMHCI
007B7CFB,NOT IN DBLP
007B8744,NOT IN DBLP
007B8FFC,NOT IN DBLP
007B907C,NOT IN DBLP
